City Code,"City, State",Type of Alert,Other Codes,Address,Alert Description,Random Code,Date,Time of day
MAR," Baltimore, Maryland", Shooting/Stabbing,, 2800 Parkwood Avenue," U/D: Correction - other victims were located on Ruskin Avenue, several crime scenes.", MAR137,2019-04-11, 12:16
MAS," Brockton, Massachusetts", Working Fire,, 47 Highland St, FD o/s fire in a dwelling, MAS386,2019-04-11, 12:08
ONT," Whitewater Region, Ontario - Canada", Major Accident,, Hwy 17 & Mountain Rd, All services on scene of head on collision involving transport. Extrication required. Hwy blocked., CAN011,2019-04-11, 12:09
ILL," Waukegan, Illinois", Technical Rescue,, 55 S Harbor Pl, PD o/s rptg a deceased body in the water. Recovery completed., ILL085,2019-04-11, 11:08
FLA," Loughman, Florida", Major Accident,, Pine Tree Trl & Ronald Reagan Pkwy, E33 o/s semi vs car head-on w/moderate entrapment, FLA116,2019-04-11, 12:00
FLA," Lakeland, Florida", Airport Alert,, 3400 Airfield Dr W," U/D: Aircraft landed safely, units returning M/A:Polk County", FLA116,2019-04-11, 11:55
MAR," Baltimore, Maryland", Shooting/Stabbing,, 2800 Parkwood Avenue," U/D: GSW victims also located in 2200 & 2800 blocks of Ruxton Ave, related to shooting on Parkwood", MAR137,2019-04-11, 11:43
FLA," Leisure City, Florida", Shooting/Stabbing,, 28199 S Dixie Hwy," MDFR R-6 o/s male shot in the leg, trauma alert by ground.", BCC022,2019-04-11, 11:43
FLA," Homestead, Florida", Trauma Alert, South, 28199 S Dixie Hwy," R6 o/s PT injured, trauma alert going by ground.", FLA125,2019-04-11, 11:37
FLA," Lakeland, Florida", Airport Alert,, 3400 Airfield Dr W," Units staging for GA aircraft inbound with landing gear issue, 1 on board M/A:Polk County", FLA116,2019-04-11, 11:33
MAR," Baltimore, Maryland", Shooting/Stabbing,, 2800 Parkwood Avenue," BCFD & BPD o/s person shot in Western District, unknown severity. Active crime scene.", MAR137,2019-04-11, 11:32
MOU," Kansas City, Missouri", Technical Rescue, A5, 2100 Manchester Tfwy," KCPD o/s has a jumper in the river, KCFD enroute w/ full water rescue assignment.", KAN016,2019-04-11, 10:26
ARI," Avondale, Arizona", 1 Alarm Fire, A6 154.310, 10943 W 4th St, Units onscene of a 1 story single family house with a W/F. 3-1 W/F assignment enroute. M/A:Phoenix M/A:Goodyear, ARI666,2019-04-11, 09:22
ARI," Tolleson, Arizona", 1 Alarm Fire, A9 155.670, 1520 N 84th Dr, E44 onscene of a 2 story apartment bldg with a W/F. Full 1st alarm assignment requested. M/A:Avondale M/A:Phoenix, ARI666,2019-04-11, 09:15
NCA," Wendell, North Carolina", Technical Rescue, Tac17, 2000 Wendell Falls Pkwy, FD o/s subject trapped and injured in hole. Low angle rescue in progress., NCA016,2019-04-11, 11:10
WAS," Spokane, Washington", SWAT/ERT,, 8500 N Atlantic St, U/D: Spokane Sheriff reports subject now in custody, WAS027,2019-04-11, 07:52
WAS," Spokane, Washington", 1 Alarm Fire,, 3231 W Boone Ave, E3 reports moderate smoke showing from a mobile home, WAS027,2019-04-11, 07:51
FLA," Lake Buena Vista, Florida", Suspicious Substance, FD5, 8317 Lake Bryan Beach Blvd, TK54 reports white powder found in rm 652 @ Grand Beach Resort - OCSO and hazmat enroute, FLA057,2019-04-11, 10:50
ONT," Toronto, Ontario - Canada", Perp Search/Chase,, 1550 Sandhurst Cir, TPS reports student w/ gun @ Albert Campbell Collegiate Inst - perp in custody - gun was replica, ONT011,2019-04-11, 10:48
PEN," Telford, Pennsylvania", 1 Alarm Fire, FR 3, 134 W Broad St, FD O/S working fire in a 2 story single family dwelling. Fire in the wall in the living room., PEN012,2019-04-11, 10:47
WAS," Spokane, Washington", SWAT/ERT,, 8500 N Atlantic St, SWAT team has residence surrounded for a barricaded subject - unk wants, WAS027,2019-04-11, 07:40
TEN," Nashville, Tennesse", 1 Alarm Fire, TOC B6, 844 S 8th Ct," Dist Spc Ops on scene 2 Story Apt with Smoke showing. W/F, Eng 9 making interior attack.", TEN035,2019-04-11, 09:38
DFW," McKinney, Texas", 1 Alarm Fire,, 605 Twin Knoll Dr, T2 ons 2 story house. Rqst 1st alarm for smoke showing. Lines being pulled., DFW208,2019-04-11, 09:29
FLA," Tamarac, Florida", Hazmat, BSOFR Tac 1, 7601 N University Dr," BC15 in command, strong odor of gas in a school. Req M/A Hazmat. M/A:Sunrise", FLA005,2019-04-11, 10:28
NYC," Manhattan, New York", SWAT/ERT, SOD, 145 E 23rd St, PD o/s rptg a barricaded subject in a building. Req ESU for entry., NYC249,2019-04-11, 10:25
MAR," District Heights, Maryland", 1 Alarm Fire,, 6314 Foster Street, PGFD operating at fire in detached garage at a single family house, MAR137,2019-04-11, 10:20
LAX," Los Angeles, California", Perp Search/Chase, LAPD 8/39, 10535 W Wilshire Blvd," West LA units o/s long-standing perimeter in place w K9 deployment, unknown wants for suspect M/A:Los Angeles County", LAX079,2019-04-10, 18:47
MAR," Suitland, Maryland", Shooting/Stabbing,, 3200 Ryan Dr," Delayed, PGPD investigating fatal shooting - victim found in veh", MAR088,2019-04-10, 21:37
WSC," Milwaukee, Wisconsin", Shooting/Stabbing,, 2736 N 19th St, Adult male shot numerous times in the flank and leg. [WSC059], WSC039,2019-04-10, 20:34
NCA," Concord, North Carolina", Officer Assist,, Blue Sky Dr & Thunder Rd NW, PD o/s Subject barricaded inside apartment from domestic situation, NCA009,2019-04-10, 21:33
WDC," Washington, Washington DC", Shooting/Stabbing,, 3400 Summit Ct Ne," Delayed, DCPD reports subject stabbed - unk severity - perp in custody", WDC021,2019-04-10, 21:31
NCA," High Point, North Carolina", Major Accident,, 1700 Westchester Dr," Units on scene of single vehicle MVA with pin-in, vehicle struck pole, lines down, CPR in progress", NCA032,2019-04-10, 21:26
DFW," Arlington, Texas", 1 Alarm Fire,, 2306 Balsam Dr, AFD reports working fire in an apt bldg, DFW089,2019-04-10, 20:20
ILL," Chicago, Illinois", Train Derailment,, 10000 W OHare Ave, CTA reports derailment of a Blue Line train @ OHare station - no injs reported, ILL173,2019-04-10, 20:15
CAL," Ceres, California", 2 Alarm Fire,, 1301 Richland Ave," Delayed: FD on scene, fire in a 2 story apartment building, now under control.", CAL155,2019-04-10, 18:15
LAX," Los Angeles, California", Major Accident," LAFD 4, LAPD 22", S Aviation Blvd & W Century Blvd," E/R95 o/s auto vs pedestrian collision, traumatic injuries. LAPD to assist w felony hit & run", LAX079,2019-04-10, 18:09
CAL," Grapevine, California", Special,, 9012 Grapevine Rd," USAR52, Truck 55 rescuing a horse with its leg stuck in a spare tire in a horse trailer.", MOU000,2019-04-10, 18:08
NJS," Atlantic City, New Jersey", Shooting/Stabbing,, 105 S California Ave, EMS assessing male w/ stab wound to arm, NJS001,2019-04-10, 21:07
FLA," Greater Northdale, Florida", 1 Alarm Fire,, 8600 Valerie Pl," Delayed, HCFR reports fire thru the roof of a residence", FLA110,2019-04-10, 21:05
NYC," Manhattan, New York", Shooting/Stabbing,, Lexington Ave & E 116th St," PD requesting EMS for a male slashed and in stable condition, no suspect description", NYC066,2019-04-10, 21:02
ARI," Wittmann, Arizona", Major Accident, K6 1615, W Jomax Rd & N Silver Bell Rd," NorCo M106,LT302 o/s MVA with 1 critical PT enrt to West Valley Trauma by M106 M/A:Surprise", ARI777,2019-04-10, 19:00
MIN," Red Wing, Minnesota", Shooting/Stabbing,, 120 E 5th St, PD reports victim shot in stomach - perp fled, MIN014,2019-04-10, 19:55
NJY," Pompton Lakes, New Jersey", 1 Alarm Fire,, 20 Park Pl, FD reports working fire in a 1 story residence - chimney fire extended to basement floor, NJY041,2019-04-10, 20:54
CAL," Coalinga, California", Brush Fire,, Highway 33 & W Lost Hills Rd," Cal Fire on scene, grass fire, 2 acres in size, slow rate of spread. Name is the Lost Fire.", CAL155,2019-04-10, 17:53
MAS," Northampton, Massachusetts", 1 Alarm Fire,, 55 Whittier St, FD o/s Chimney fire in a 2 & 1/2 Story home heavy sparks showing on arrival - ACW, MAS028,2019-04-10, 20:47
NYK," Oceanside, New York", 1 Alarm Fire,, 3445 3rd St, Fire In A 2-sty Private Dwelling Tx W/f, NYK141,2019-04-10, 20:43
FLA," South Miami Heights, Florida", Trauma Alert,, 11307 Sw 200th St," MDFR PL-34 o/s fall victim, trauma alert by ground.", BCC022,2019-04-10, 20:40
FLA," Westview, Florida", Major Accident,, 12200 NW 27th Ave," U/D: PL-26 rpts, victim is deceased at scene, cancel R-54.", BCC022,2019-04-10, 20:30
MAS," Boston, Massachusetts", Violent Crime, 460.500, 1202 Commonwealth Av," BPD o/s female assaulted, head wound, non-verbal, BEMS to St Elizabeths, no suspect info", MAS198,2019-04-10, 20:25
FLA," Westview, Florida", Major Accident,, 12200 NW 27th Ave," MDFR PL-26 o/s motorcycle MVA, 1 adult male trauma alert by ground.", BCC022,2019-04-10, 20:25
LAX," Los Angeles, California", Shooting/Stabbing," LAFD 4, LAPD 1", S Imperial St & E Jesse St, Central units o/s 30yo shooting victim down requesting LAFD & addtl units, LAX079,2019-04-10, 17:25
NJY," Fairfield, New Jersey", Major Accident,, 482 Horseneck Rd, FD on scene of an MVA rollover w/ entrapment, NJY041,2019-04-10, 20:23
ARI," Buckeye Valley, Arizona", Technical Rescue, A9 155.670, 29700 W Lower River Rd, Units o/s of a water rescue - M325 txporting a moderatye PT to West Valley Er, ARI777,2019-04-10, 18:22
IOW," Ames, Iowa", Shooting/Stabbing, 57408 PD Main, 1111 Grand Ave, male stabbed by known male; PD looking for 4 perps fled in orange jeep plus additional perp in area, IOW034,2019-04-10, 19:22
LAX," Los Angeles, California", 1 Alarm Fire, LAFD 9, N Normandie Ave & W Council St," E52 o/s transformer explosion w wires down, now starting a structure fire. full assignment requested", LAX079,2019-04-10, 17:21
WAS," Seattle, Washington", 1 Alarm Fire, CH1, 8733 18th Ave NW, E35 reports smoke showing from a 30x30 single family residence, WAS027,2019-04-10, 17:20
NJY," Elizabeth, New Jersey", 1 Alarm Fire,, 225 Inslee Pl, FD reporting working fire in a residential garage, NJY041,2019-04-10, 20:18
MAS," Boston, Massachusetts", Armed Robbery, 460.500, 65 W Dedham St," BPD o/s Villa Victoria Market, clerk assaulted, knife shown, 3 BFAs fled to Washington St", MAS198,2019-04-10, 20:18
ARI," Maricopa County, Arizona", Major Brush, A6 154.310, N 147th Av & W Red Bird Rd, NorCo BC101 CMD of a 1ALM bursh fire with structural threats - high winds appox 10+ acres M/A:Surprise M/A:Peoria, ARI777,2019-04-10, 18:17
LAX," Malibu, California", Major Accident," Blue 3, V-17D", 24855 W Pacific Coast Hwy, E88 o/s traffic collision w traumatic injuries. Copter18 enroute for air transport, LAX079,2019-04-10, 17:17
MAS," Ipswich, Massachusetts", Major Accident,, Turkey Shore Rd & Green St, IFD reports veh vs house w/ entrapment - extrication now complete - 1 transported, MAS227,2019-04-10, 20:12
MAR," Baltimore, Maryland", Shooting/Stabbing,, W Saratoga Street & N Eutaw Street," BPD o/s woman shot on street, unknown condition. Active crime scene.", MAR137,2019-04-10, 20:10
ONT," Toronto, Ontario - Canada", Shooting/Stabbing,, Bay St & King St W, TPS investigating stabbing - 1 w/ serious injs, ONT011,2019-04-10, 20:07
LAX," Los Angeles, California", Brush Fire, LAFD 5/12, 3434 N Blair Dr," E76 o/s brush fire w difficult access, threatening several homes in the area. AirOps enroute", LAX079,2019-04-10, 17:05
CAL," Ventura, California", Hazmat,, 800 S Victoria Ave, PD / FD on scene unk type hazmat in VCSO crime lab, CAL127,2019-04-10, 17:02
MCH," Garden City, Michigan", 1 Alarm Fire, 82GCFD1, 29944 Ford Rd, E-10 o/s working fire in a commercial bldg. E-10 stretching. Box alarm requested., MCH048,2019-04-10, 19:57
LAX," Bellflower, California", Perp Search/Chase, DS 14, 9500 Mayne St, LASD setting containment for stolen veh suspect running EB through properties. Airship tracking, LAX114,2019-04-10, 16:57
